sum.taxonomy,K0512_L7,K0514_B2,K0514_E4,K0514_L7,K0515_G5,K0515_K6,K0515_L7,K0572_B2,K0611_K6,K0613_A1,K0613_B2,K0613_K6,K0613_M8,K0614_G5,K0614_T9,K0615_L7,K0616_B2,K0616_C3,K0616_G5,K0616_K6,K0617_B2,K0617_C3,K0617_E4,K0617_L7,K0618_G5,K0619_E4,K0619_M8,K0619_T9,K0712_A1,K0712_B2,K0712_K6,K0713_C3,K0714_T9,K0715_A1,K0716_B2,K0717_C3,K0717_K6,K0718_A1,K0718_B2,K0719_G5,K0719_K6,K0720_L7,K0757_A1,K0759_E4,K0773_A1,K0774_M8,K0777_G5,K0778_A1,K0779_E4,K0779_K6,K0779_T9,K0792_C3,K0832_K6,K0835_A1,K0836_G5,K0838_B2,K0713_G5
Abditibacteriota;Abditibacteria;Abditibacteriales;Abitibacteriaceae;Abditibacterium;Abditibacterium utsteinense,61,5,0,0,25,0,0,41,0,0,0,0,0,0,3,0,1,2,0,1,0,0,2,0,0,0,0,0,0,0,0,8,0,0,14,0,5,3,3,28,0,0,0,18,0,0,0,0,0,0,0,0,1,0,0,0,0
Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Solitalea;Solitalea koreensis,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0
Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Sphingobacterium;Sphingobacterium sp. P-38,8,0,0,0,0,0,0,13,0,0,0,0,0,17,1,0,0,0,0,14,46,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,0,0,16,8,0,0,0,0,0,0,0,3,0,0,5,0
Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Sphingobacterium;Sphingobacterium sp. P-7,0,4,0,0,0,0,0,3,0,0,0,8,11,17,0,0,0,0,17,43,36,0,14,9,0,0,0,22,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,12,7,0,0,0,0,0,17,8,410,0,0,0
Balneolaeota;Balneolia;Balneolales;Balneolaceae;Aliifodinibius;,0,0,4,17,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,18,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0
Balneolaeota;Balneolia;Balneolales;Balneolaceae;Aliifodinibius;Aliifodinibius sp. HME9836,0,0,0,9,0,16,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Balneolaeota;Balneolia;Balneolales;Balneolaceae;Balneola;,0,0,0,14,0,11,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Balneolaeota;Balneolia;Balneolales;Balneolaceae;Gracilimonas;,0,0,26,1,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Balneolaeota;Balneolia;Balneolales;Balneolaceae;Gracilimonas;Gracilimonas halophila,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Balneolaeota;Balneolia;Balneolales;Balneolaceae;NA;,0,0,944,1515,10,1795,0,0,0,0,0,120,2,0,1011,47,0,27,0,0,0,0,0,3,0,0,0,0,76,527,0,6,0,44,335,0,0,0,0,0,0,41,0,0,0,0,0,27,0,0,0,0,0,80,0,120,0
Balneolaeota;Balneolia;Balneolales;Balneolaceae;Rhodohalobacter;,0,0,11,61,0,955,0,0,0,0,0,0,0,0,39,0,0,2,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Balneolaeota;Balneolia;Balneolales;Balneolaceae;Rhodohalobacter;Rhodohalobacter barkolensis,0,0,0,14,0,0,0,0,0,0,0,14,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Balneolaeota;Balneolia;Balneolales;Balneolaceae;Rhodohalobacter;Rhodohalobacter halophilus,0,0,1352,257,8,292,0,0,0,0,0,1,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,1,0,56,0,0,0,1,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,1,0
Balneolaeota;NA;;NA;;,0,0,0,69,0,216,0,0,0,0,0,22,0,0,96,0,0,3,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
Calditrichaeota;Calditrichae;Calditrichales;Calditrichaceae;Caldithrix;,0,0,0,0,0,0,0,0,2,1,24,1,0,0,0,0,5,0,0,0,0,10,0,0,2,0,2,1,0,0,0,0,0,4,10,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0
Calditrichaeota;NA;;NA;;,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,9,0,0,0,0,4,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,9,0,0,0,0,0,0,0,0
Calditrichaeota;NA;NA;NA;Calorithrix;Calorithrix insularis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0
candidate division NC10;NA;;NA;Candidatus Methylomirabilis;,0,20,0,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,14,0,0,9,0,6,0,0,0,0,0,2,0,6,0,0,10,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0
candidate division NC10;NA;NA;NA;Candidatus Methylomirabilis;Candidatus Methylomirabilis oxyfera,0,10,0,0,0,0,11,0,5,16,38,6,0,0,0,0,37,0,8,4,0,14,12,1,27,20,1,57,0,0,0,0,2,1,0,9,0,5,0,0,0,0,21,0,18,5,78,0,139,0,55,58,0,0,28,1,0
Candidatus Cloacimonetes;NA;NA;NA;Candidatus Cloacimonas;Candidatus Cloacimonas acidaminovorans,0,0,0,0,0,90,73,0,18,27,17,2,2,2,0,0,2,0,0,13,0,16,37,0,15,11,72,11,0,394,2,0,88,56,6,46,0,1,0,0,96,10,6,0,0,33,7,0,0,10,8,44,0,0,14,13,0
Candidatus Korarchaeota;NA;NA;NA;Candidatus Korarchaeum;Candidatus Korarchaeum cryptofilum,0,0,0,0,0,0,1,0,4,21,4,0,0,14,0,0,0,0,0,8,0,3,8,0,39,18,35,8,0,0,0,0,13,12,0,0,0,1,2,0,6,0,2,0,0,31,0,0,0,0,68,12,0,0,14,0,0
Candidatus Melainabacteria;NA;Vampirovibrionales;NA;Vampirovibrio;Vampirovibrio chlorellavorus,0,9,3,14,38,7,6,33,0,6,0,54,28,23,1,19,0,12,17,23,5,0,19,12,0,0,0,19,11,2,20,2,1,7,6,10,12,13,29,3,6,14,0,12,14,1,0,18,0,5,36,0,9,0,0,18,0
Candidatus Micrarchaeota;NA;;NA;;,0,0,0,0,0,0,0,0,10,0,13,0,0,0,0,0,4,0,0,0,0,8,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Candidatus Micrarchaeota;NA;NA;NA;Candidatus Mancarchaeum;Candidatus Mancarchaeum acidiphilum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,6,0,0,0,5,0,3,0,11,0,0,0,5,0,0
Candidatus Peregrinibacteria;Candidatus Peribacteria;Candidatus Peribacterales;NA;Candidatus Peribacter;Candidatus Peribacter riflensis,0,0,0,0,0,0,0,0,4,2,0,14,0,0,0,7,1,10,0,0,2,3,3,0,83,0,1,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,5,0,5,0,0,22,0,0,8,0,0,0,7,9,0
Candidatus Peregrinibacteria;Candidatus Peribacteria;NA;;NA;,0,4,0,2,2,0,0,10,0,8,6,1,20,12,0,0,0,4,6,37,0,0,1,170,0,1,8,8,19,17,4,4,10,0,20,1,5,6,13,0,39,0,0,0,9,16,0,26,2,0,1,4,68,0,6,16,0
Candidatus Sumerlaeota;Candidatus Sumerlaeia;Candidatus Sumerlaeales;Candidatus Sumerlaeaceae;Candidatus Sumerlaea;Candidatus Sumerlaea chitinovorans,0,0,0,0,79,0,0,79,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Candidatus Sumerlaeota;Candidatus Sumerlaeia;Candidatus Sumerlaeales;Candidatus Sumerlaeaceae;NA;Candidatus Sumerlaeaceae bacterium,8,0,0,0,64,0,45,0,0,0,0,0,0,8,17,11,1,0,0,5,10,0,3,16,3,0,1,2,0,0,8,2,0,26,7,16,0,10,2,27,3,0,0,1,6,0,0,0,3,28,0,0,0,0,0,4,0
Candidatus Tectomicrobia;NA;NA;NA;Candidatus Entotheonella;Candidatus Entotheonella palauensis,0,0,0,20,1,0,0,0,0,0,0,20,4,0,0,0,0,46,0,3,12,0,0,0,0,0,0,0,6,0,58,0,0,1,9,0,2,43,20,266,0,26,0,0,0,0,0,22,14,0,1,0,0,0,0,50,0
Cercozoa;NA;Plasmodiophorida;Plasmodiophoridae;Spongospora;Spongospora subterranea,0,52,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,8,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0
Chlamydiae;Chlamydiia;Chlamydiales;NA;;,0,13,6,0,0,10,8,0,0,0,0,0,2,0,0,0,0,0,6,3,1,0,0,6,0,0,0,1,27,0,2,0,0,0,0,5,22,4,7,0,0,0,26,0,4,6,0,0,0,0,6,0,0,0,10,2,0
Chlamydiae;Chlamydiia;Chlamydiales;NA;NA;Chlamydiales bacterium CRIB 32,0,36,0,9,0,0,0,0,3,0,0,0,0,5,0,13,0,10,0,17,18,0,0,20,14,0,0,0,48,0,8,0,0,0,16,0,0,17,25,0,0,1,0,0,30,0,0,0,0,0,0,0,24,0,11,0,0
Chlamydiae;Chlamydiia;Chlamydiales;NA;NA;Chlamydiales bacterium NS11,0,0,0,0,0,1,0,0,0,0,0,14,0,0,1,0,0,0,0,0,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0
Chlamydiae;Chlamydiia;NA;;NA;,0,14,0,3,8,3,2,0,8,8,0,10,0,0,0,0,0,0,24,1,0,0,6,9,12,1,8,6,0,2,4,0,2,6,0,0,0,18,7,0,4,0,12,0,13,1,10,11,1,0,6,5,0,0,9,0,0
Chlamydiae;Chlamydiia;Parachlamydiales;NA;;,0,0,0,7,1,14,0,0,1,11,5,3,18,1,2,0,0,16,0,0,3,0,0,0,10,0,11,0,37,3,4,0,0,0,0,5,0,21,6,0,0,0,4,0,0,0,0,3,0,0,0,0,2,0,2,1,0
Chlamydiae;Chlamydiia;Parachlamydiales;Parachlamydiaceae;NA;,0,0,0,0,0,36,0,0,0,0,0,9,12,2,1,20,0,3,0,3,28,0,0,18,0,0,5,2,0,0,1,0,4,0,0,2,0,11,6,0,0,14,2,0,7,0,0,16,0,9,2,0,14,0,3,10,0
Chlamydiae;Chlamydiia;Parachlamydiales;Simkaniaceae;NA;,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,2,0,0,28,0,4,0,0,0,0,0,8,0,11,0,0,0,0,0,7,0,6,0,0,34,0,0,0,0,0,0,0,0,0,0,0
Chlorobi;Chlorobia;Chlorobiales;Chlorobiaceae;Chlorobium;Chlorobium limicola,0,0,0,0,0,0,0,0,0,0,0,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,5,0,0,0,0,0,0,0
Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Anaerolinea;Anaerolinea thermolimosa,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,7,0,0,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Bellilinea;Bellilinea caldifistulae,0,37,0,2,23,45,69,35,69,147,134,0,30,25,0,0,1149,0,65,24,1,122,20,27,32,281,26,140,97,19,29,0,37,56,41,48,0,46,52,4,9,84,63,28,43,15,999,42,158,5,25,23,12,0,57,36,0
Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Brevefilum;Brevefilum fermentans,0,3,0,38,0,70,0,0,9,1,8,14,0,1,22,0,1,1,1,0,1,1,0,1,0,0,1,0,1,0,9,0,0,1,3,6,0,12,0,0,0,0,1,1,1,0,1,3,1,0,0,0,1,0,2,0,0
Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Flexilinea;Flexilinea flocculi,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Leptolinea;Leptolinea sp. enrichment culture clone Y223,0,0,0,0,0,34,22,0,5,13,11,10,0,0,0,0,0,1,0,15,3,7,6,0,0,0,15,1,0,9,0,0,0,0,0,13,0,17,1,0,45,0,8,0,18,19,1,0,0,0,13,15,0,0,7,7,0
Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Leptolinea;Leptolinea tardivitalis,0,0,0,0,0,1,43,0,17,22,75,0,0,0,0,0,16,0,1,0,0,10,1,0,22,23,6,2,0,1,14,0,13,2,7,27,0,11,2,0,14,0,20,0,0,25,3,0,2,6,1,5,0,0,12,0,0
Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Levilinea;Levilinea saccharolytica,0,0,0,4,0,0,37,0,0,9,0,0,0,0,0,0,7,0,0,0,0,15,0,0,2,2,0,6,1,0,6,0,0,0,2,1,0,0,0,0,0,0,86,0,0,0,1,0,3,0,0,5,0,0,0,0,0
Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Longilinea;,0,10,41,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,2,0,0,4,10,0,5,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,4,0,6,0,0,0,0,0,0,14,4,0,0
Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Longilinea;Longilinea arvoryzae,0,0,0,11,0,14,0,1,54,2,52,0,0,0,0,0,41,4,1,9,12,54,19,0,22,20,1,13,0,2,4,1,0,0,0,2,10,6,0,0,1,0,16,0,1,1,21,7,14,0,4,0,1,0,27,0,0
Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Longilinea;Longilinea sp.,0,0,4,0,20,9,13,0,396,66,191,4,23,259,0,13,94,157,12,41,213,239,24,17,132,228,112,78,2,1,0,10,143,0,1,10,0,21,0,25,71,0,66,0,2,72,21,0,44,22,102,48,0,0,31,0,0
Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;NA;,1,226,155,231,40,291,2061,20,3120,2868,4066,141,724,593,12,134,4573,47,1379,928,823,4054,982,581,2842,2274,1227,2901,316,472,538,1,1177,1021,294,1541,274,586,820,44,3272,254,3444,0,326,3021,3590,554,3230,383,2085,2283,392,95,2804,582,0
Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;NA;Anaerolineaceae bacterium enrichment culture,4,0,0,0,0,0,18,0,2,16,11,0,0,0,0,0,6,0,0,0,0,9,0,0,0,26,4,5,0,0,1,0,0,12,0,18,1,5,3,0,2,0,13,0,0,1,3,0,64,0,5,0,0,0,2,4,0
Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;NA;Anaerolineaceae bacterium enrichment culture clone B6_113,0,0,0,0,0,0,0,0,8,3,16,0,0,0,0,0,32,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,4,0,17,0,1,0,0,0,0,0,0,0,0
Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;NA;Anaerolineaceae bacterium enrichment culture clone B6_118,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0
Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;NA;Anaerolineaceae bacterium enrichment culture clone L35B_110,0,0,0,0,0,0,15,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0
Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;NA;Anaerolineaceae bacterium enrichment culture clone L35B_120,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,4,0,2,0,2,10,1,0,0,5,1,0,0,0,0,0,30,0,6,0,0,0,0,3,0
Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;NA;Anaerolineaceae bacterium enrichment culture clone L35B_54,0,1,0,0,0,0,85,0,266,237,213,0,3,23,0,0,83,0,3,6,0,382,36,10,314,52,36,164,4,0,14,0,40,20,8,17,1,0,3,0,11,1,174,0,7,13,16,41,0,0,13,78,0,0,306,28,0
Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;NA;Anaerolineaceae bacterium enrichment culture clone L35B_57,0,0,0,0,0,141,160,0,8,5,6,0,0,0,0,0,0,0,0,37,0,6,4,0,1,4,39,8,0,0,63,0,8,118,16,161,0,8,14,0,0,64,7,0,0,1,0,0,0,0,0,34,0,0,0,0,0
Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Ornatilinea;Ornatilinea apprima,2,8,5,7,0,5,0,0,6,0,21,0,0,0,1,0,8,0,0,0,0,8,2,0,0,1,0,0,0,0,7,0,3,1,0,13,0,0,1,0,0,0,1,0,0,0,8,1,43,0,0,0,0,0,0,0,0
Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Pelolinea;Pelolinea submarina,0,0,0,0,0,0,10,0,7,2,5,0,1,1,0,0,8,0,3,2,0,15,1,1,5,4,1,3,0,0,0,0,0,3,0,0,1,0,1,0,0,0,5,0,1,0,14,0,1,0,2,3,0,0,8,2,0
Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Thermanaerothrix;Thermanaerothrix daxensis,0,17,0,57,22,13,37,0,50,166,23,8,0,0,0,92,19,90,2,0,0,39,0,2,36,95,51,14,34,1,17,0,48,54,0,21,5,1,16,61,223,36,141,1,1,30,1,12,244,0,9,1,141,0,8,22,0
Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Thermomarinilinea;,0,0,0,0,0,0,0,0,34,16,28,0,0,0,0,0,35,0,0,0,0,37,0,2,3,12,0,2,33,0,0,0,0,2,0,3,0,0,0,0,0,0,4,0,0,0,25,0,27,0,63,0,0,0,2,0,0
Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Thermomarinilinea;Thermomarinilinea lacunifontana,0,0,0,0,0,6,0,0,1,1,1,0,0,0,0,0,5,0,0,0,0,0,0,0,43,2,0,13,0,0,0,0,6,0,0,0,0,0,1,0,1,3,2,0,0,0,3,0,0,0,0,7,0,0,4,0,0
Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Thermomarinilinea;Thermomarinilinea sp.,0,0,0,0,0,4,26,0,182,128,168,0,59,89,0,3,579,1,9,57,0,250,59,50,27,69,143,49,20,11,0,0,54,76,0,55,15,9,178,0,14,22,211,0,0,44,239,0,142,44,134,107,0,0,220,0,0
Chloroflexi;Anaerolineae;NA;;NA;,0,115,20,136,14,118,205,23,280,197,303,78,680,1053,4,81,201,120,158,56,287,290,234,68,143,487,98,138,220,133,126,0,91,148,148,141,162,123,88,3,38,103,420,0,48,145,196,128,936,91,206,34,170,0,103,214,0
Chloroflexi;Anaerolineae;NA;NA;NA;anaerobic bacterium MO-CFX2,0,130,75,242,24,450,289,10,937,1051,980,113,290,240,64,51,378,88,281,233,251,625,341,268,1366,1375,402,509,148,128,205,0,363,313,229,246,82,258,219,0,354,109,806,0,446,275,476,425,1002,149,890,594,63,1174,570,358,0
Chloroflexi;Anaerolineae;NA;NA;NA;Anaerolineae bacterium,0,0,0,0,0,0,28,0,96,130,142,7,0,38,0,17,74,0,27,10,0,182,36,0,19,49,35,47,1,0,7,0,37,101,0,16,0,4,12,0,15,0,72,0,2,30,66,42,245,32,227,22,3,16,33,64,0
Chloroflexi;Ardenticatenia;Ardenticatenales;Ardenticatenaceae;Candidatus Promineofilum;Candidatus Promineofilum breve,0,0,0,5,0,17,0,0,3,1,0,0,6,1,0,0,2,0,17,5,0,2,0,17,5,0,0,0,3,2,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,45,3,0,18,0,0,0,0,32,0
Chloroflexi;Caldilineae;Caldilineales;Caldilineaceae;Caldilinea;,0,2,0,0,2,0,23,1,45,49,69,12,13,10,0,0,111,0,2,33,15,64,10,18,6,32,13,33,10,0,5,0,8,23,12,9,0,5,0,1,0,0,60,0,13,1,16,68,71,14,88,0,2,4,74,52,0
Chloroflexi;Caldilineae;Caldilineales;Caldilineaceae;Caldilinea;Caldilinea aerophila,0,24,1,0,0,0,0,0,0,29,0,31,15,32,0,23,6,14,2,59,0,0,4,0,0,9,6,0,0,0,5,0,0,20,3,12,36,13,21,0,0,0,0,0,19,0,0,5,3,15,52,6,71,0,1,17,0
Chloroflexi;Caldilineae;Caldilineales;Caldilineaceae;Caldilinea;Caldilinea sp. enrichment culture clone phylotype P23,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,32,26,0,0,16,0,0,0,0,0,0,0,0,7,0,18,0,0,0,0,0,0,0,6,0,50,3,0,0,0,22,0,0,0,0,0,0,0
Chloroflexi;Caldilineae;Caldilineales;Caldilineaceae;Litorilinea;Litorilinea aerophila,7,19,0,6,12,38,25,0,52,70,66,30,204,236,0,90,59,128,118,330,280,47,89,204,21,27,288,110,22,2,32,0,146,89,255,34,33,99,64,24,36,8,60,5,128,104,37,119,13,126,108,80,212,145,88,31,0
Chloroflexi;Caldilineae;Caldilineales;Caldilineaceae;NA;,14,12,34,54,72,0,30,18,16,8,0,7,178,219,6,115,44,34,46,150,198,12,151,82,0,10,36,19,10,44,61,31,39,15,84,8,17,51,29,80,12,52,14,25,119,60,24,34,38,60,84,21,303,0,29,15,0
Chloroflexi;Caldilineae;Caldilineales;Caldilineaceae;NA;Caldilineaceae bacterium enrichment culture clone Ac-G2,0,60,11,19,22,15,0,121,2,1,4,49,130,26,27,55,1,150,99,81,64,0,20,188,0,0,23,13,134,0,24,5,29,0,46,45,30,64,36,59,7,14,4,34,154,53,0,56,0,5,33,8,186,0,0,120,0
Chloroflexi;Caldilineae;Caldilineales;Candidatus Amarolineaceae;Candidatus Amarolinea;Candidatus Amarolinea aalborgensis,0,79,0,0,0,0,11,0,21,6,31,0,0,0,0,0,32,0,0,4,0,37,3,0,0,7,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,14,0,0,0,50,0,307,0,0,0,0,0,61,0,0
Chloroflexi;Caldilineae;Caldilineales;NA;NA;Caldilineales bacterium,16,34,90,233,26,203,35,27,4,2,0,65,56,76,50,98,0,194,114,76,69,9,41,153,1,0,16,75,168,89,89,10,10,3,146,75,39,102,116,64,9,73,0,20,78,49,0,84,35,0,35,60,105,0,0,148,0
Chloroflexi;Candidatus Thermofonsia;NA;NA;Candidatus Roseilinea;Candidatus Roseilinea gracile,0,9,0,0,0,0,30,0,78,106,73,3,37,26,0,0,36,5,18,32,63,57,58,30,25,47,74,44,5,0,6,0,50,16,38,49,22,22,7,0,37,0,69,0,54,59,16,0,18,57,193,20,6,80,61,0,0
Chloroflexi;Chloroflexia;Chloroflexales;Chloroflexaceae;NA;,0,6,0,0,3,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,30,0,12,0,0,0,0,0,5,0,0,116,0,139,9,0,0,0,0,43,0
Chloroflexi;Chloroflexia;Chloroflexales;Chloroflexaceae;NA;Chloroflexaceae bacterium enrichment culture clone ENRICH_SisoF2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0
Chloroflexi;Chloroflexia;Chloroflexales;NA;;,32,0,3186,0,62,0,0,82,1,1,0,14,0,0,0,0,0,2,3,9,5,0,6,1,0,0,0,2,233,0,79,4,5,0,24,1582,32,66,4,4,2,5,0,0,0,8,0,10,0,103,193,0,1,253,0,256,0
Chloroflexi;Chloroflexia;Chloroflexales;Oscillochloridaceae;Candidatus Chloroploca;Candidatus Chloroploca asiatica,0,0,6,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,1,0,0,15,0,0,0,0
Chloroflexi;Chloroflexia;Chloroflexales;Oscillochloridaceae;NA;,23,3,139,0,18,0,0,0,0,0,0,29,5,2,0,0,5,14,0,0,4,0,20,54,0,26,2,0,19,0,32,0,1,0,0,6,10,8,12,0,0,0,0,0,21,10,0,72,0,396,49,5,2,0,0,37,0
Chloroflexi;Chloroflexia;Chloroflexales;Oscillochloridaceae;Oscillochloris;,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,6,0,0,0,0,11,0
Chloroflexi;Chloroflexia;Chloroflexales;Oscillochloridaceae;Oscillochloris;Oscillochloris trichoides,10,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Chloroflexi;Chloroflexia;Chloroflexales;Roseiflexaceae;Heliothrix;Heliothrix oregonensis,0,4,0,11,0,0,0,4,0,0,0,16,32,9,0,6,0,20,0,10,17,0,2,6,0,0,2,0,30,0,22,0,0,0,0,2,4,8,11,0,0,0,0,0,0,0,0,33,0,0,0,0,7,0,0,54,0
