sum.taxonomy,K0601_B2,K0601_C3,K0601_E4,K0601_G5,K0601_K6,K0601_L7,K0601_M8,K0601_T9,K0603_A1,K0603_B2,K0603_E4,K0603_G5,K0603_K6,K0603_L7,K0603_M8,K0603_T9,K0605_T9,K0607_A1,K0607_B2,K0607_C3,K0607_E4,K0607_G5,K0607_K6,K0607_L7,K0607_M8,K0607_T9,K0608_B2,K0608_E4,K0608_K6,K0608_L7,K0608_M8,K0608_T9,K0609_A1,K0609_B2,K0609_C3,K0609_E4,K0609_G5,K0609_K6,K0609_L7,K0609_M8,K0609_T9,K0612_G5,K0614_M8,K0760_B2,K0840_E4
Abditibacteriota;Abditibacteria;Abditibacteriales;Abitibacteriaceae;Abditibacterium;Abditibacterium utsteinense,2,0,0,2,0,2,0,0,0,0,0,0,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,26,27,0,0,0,0,114,0,0
Basidiomycota;Agaricomycetes;Agaricales;Psathyrellaceae;Coprinopsis;,0,0,2,61,0,0,0,1,0,0,14,0,0,0,0,1,0,0,0,0,0,0,0,19,0,0,0,0,0,2,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0
Basidiomycota;Agaricomycetes;Agaricales;Psathyrellaceae;Psathyrella;,0,0,0,0,0,0,0,0,3,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,1,7,10,0,0,0,6,1,0,0,0,0,0,1,0,0,0,0,0
Basidiomycota;Agaricomycetes;Agaricales;unknown;;,0,0,0,62,0,6,0,1,0,0,0,0,0,0,0,0,0,52,1,0,0,0,65,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
Basidiomycota;Agaricomycetes;Agaricales;unknown;NA;Agaricales sp. 2 PV-2016,0,5,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,403,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,20,0,0,0
Basidiomycota;Agaricomycetes;Atheliales;Atheliaceae;Myriococcum;Myriococcum praecox,0,2,2,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590,0,0,0,0,0,31,0,0,0,0,0
Basidiomycota;Agaricomycetes;Auriculariales;unknown;;,263,0,0,0,2,11,0,0,4,0,0,544,0,43,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,50,0,1,0,0,0,296,0,94,0,0,0,0
Basidiomycota;Agaricomycetes;Corticiales;Corticiaceae;Lyomyces;,1,0,0,0,0,239,0,2,1,0,0,0,3,0,0,0,0,0,12,1,13,13,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Basidiomycota;Agaricomycetes;Corticiales;Corticiaceae;Lyomyces;Lyomyces sambuci,0,0,0,0,0,115,0,0,5,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Basidiomycota;Agaricomycetes;Corticiales;Corticiaceae;NA;,0,0,0,1,0,13,0,0,826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,5,0,0,0,0,0,0,0,0,0,124,0,0,0,0
Basidiomycota;Agaricomycetes;Corticiales;unknown;Marchandiomyces;Marchandiomyces corallinus,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0
Basidiomycota;Agaricomycetes;Polyporales;Polyporaceae;Vanderbylia;Vanderbylia fraxinea,0,0,0,0,0,3019,0,29,0,0,1,15,0,2,0,0,0,0,0,0,312,0,0,114,0,11,0,6,0,0,0,0,0,0,0,0,5,0,0,0,3,881,0,0,0
Basidiomycota;Agaricomycetes;Polyporales;unknown;;,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Basidiomycota;Agaricomycetes;Russulales;Peniophoraceae;Peniophora;Peniophora sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,1,0,0
Basidiomycota;Agaricomycetes;Sebacinales;Sebacinaceae;Sebacina;Sebacina sp.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0
Basidiomycota;Agaricomycetes;Sebacinales;Serendipitaceae;Serendipita;Serendipita sp. MAFF 305839,23,0,0,0,0,0,0,0,0,0,10,20,0,74,0,0,0,0,0,7,67,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,130,0,19,0,0,0,0
Basidiomycota;Agaricomycetes;Sebacinales;Serendipitaceae;Serendipita;Serendipita sp. X-30,0,618,9,0,0,0,0,0,0,0,0,0,2,0,0,0,30,0,0,17,0,1,326,0,0,0,60,0,80,0,74,0,6,4,43,0,0,0,0,197,0,0,0,0,0
Basidiomycota;Agaricomycetes;Sebacinales;unknown;;,0,364,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,62,0,0,0,0,0
Basidiomycota;Agaricomycetes;Thelephorales;Thelephoraceae;Tomentella;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0
Basidiomycota;Agaricomycetes;Thelephorales;Thelephoraceae;Tomentella;Tomentella sp.,0,7,0,0,0,0,0,17,0,0,0,6556,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,12,6,0,0,0,2,0,0,0,0,0,0,1,434,1100,0,0,0
Basidiomycota;Agaricomycetes;unknown;unknown;NA;,0,0,0,0,0,61,0,0,0,0,0,1,0,43,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Basidiomycota;Cystobasidiomycetes;Cystobasidiales;Cystobasidiaceae;Cystobasidium;,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0
Basidiomycota;Cystobasidiomycetes;unknown;unknown;NA;,0,0,0,3,0,0,0,2,0,0,3,0,0,0,0,15,0,8,0,4,0,1,0,0,0,0,0,0,0,2,0,4,0,0,0,0,12,5,0,0,0,0,0,0,0
Basidiomycota;Cystobasidiomycetes;unknown;unknown;Sakaguchia;Sakaguchia lamellibrachiae,18,0,0,1,0,0,7,0,48,0,0,0,0,0,0,1,4,0,2,14,1,0,0,0,0,3,8,0,0,0,0,0,0,7,0,0,1,0,2,0,0,16,0,0,0
Basidiomycota;Microbotryomycetes;Sporidiobolales;Sporidiobolaceae;NA;,0,0,9,217,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
Basidiomycota;Microbotryomycetes;Sporidiobolales;Sporidiobolaceae;Rhodotorula;,0,0,43,23,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Basidiomycota;Microbotryomycetes;Sporidiobolales;Sporidiobolaceae;Rhodotorula;Rhodotorula sphaerocarpa,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,17,0,11,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
Basidiomycota;Microbotryomycetes;Sporidiobolales;unknown;;,0,0,64,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Basidiomycota;Microbotryomycetes;unknown;unknown;Curvibasidium;,0,0,1,25,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,18,1,0,0,0,0,0,0,0
Basidiomycota;Microbotryomycetes;unknown;unknown;NA;,0,18,3,131,5,0,0,0,77,52,0,0,41,0,0,0,141,0,5,0,0,116,41,0,0,0,549,458,162,0,25,0,6,6,85,0,79,0,0,8,0,0,0,0,0
Basidiomycota;Tremellomycetes;Cystofilobasidiales;Mrakiaceae;Udeniomyces;Udeniomyces puniceus,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,338,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,2,0,0
Basidiomycota;Tremellomycetes;Filobasidiales;Filobasidiaceae;Filobasidium;Filobasidium floriforme,0,0,0,24,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
Basidiomycota;Tremellomycetes;Filobasidiales;Filobasidiaceae;Filobasidium;Filobasidium magnum,0,0,23,862,0,0,0,40,2,0,376,0,0,10,37,30,0,228,1,3,0,3,0,8,0,13,5,0,0,22,0,50,0,0,0,0,26,47,0,0,3,3,7,0,24
Basidiomycota;Tremellomycetes;Filobasidiales;Filobasidiaceae;Naganishia;,0,0,0,6,0,0,0,0,0,0,0,0,0,0,77,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,0,0
Basidiomycota;Tremellomycetes;Filobasidiales;Filobasidiaceae;Naganishia;,0,2,30,44,87,18,43,36,0,0,144,0,0,5,31,2,0,6,51,47,6,32,2,38,0,84,1,51,26,255,0,0,27,4,5,0,59,230,0,0,19,25,350,55,0
Basidiomycota;Tremellomycetes;Filobasidiales;Filobasidiaceae;Naganishia;Naganishia albida,0,0,202,701,0,63,0,0,0,0,5,0,2,0,178,0,0,31,0,41,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,39,35,0,0,0,0,0,0,0
Basidiomycota;Tremellomycetes;Filobasidiales;Filobasidiaceae;Naganishia;Naganishia antarctica,0,0,3,20,1,0,0,0,0,0,8,0,6,0,28,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Basidiomycota;Tremellomycetes;Filobasidiales;Filobasidiaceae;Naganishia;Naganishia globosa,0,0,30,93,4,0,0,0,0,0,44,0,1,0,9,0,0,149,0,10,0,0,0,0,0,0,0,0,0,42,0,0,0,0,2,0,70,162,1,0,0,0,96,0,0
Basidiomycota;Tremellomycetes;Filobasidiales;Filobasidiaceae;Naganishia;Naganishia randhawae,0,0,62,50,1,15,69,18,0,0,3,0,0,0,17,10,0,1,65,28,0,11,4,5,0,13,1,34,6,33,0,5,32,0,0,0,238,66,0,0,0,2,55,23,0
Basidiomycota;Tremellomycetes;Filobasidiales;Piskurozymaceae;Solicoccozyma;Solicoccozyma aeria,0,0,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,11,1,1,0,7,0,1,0,4,0,0,0,0,0,0,0,0,100,0,0,0,2,4,3,0,0
Basidiomycota;Tremellomycetes;Filobasidiales;unknown;;,3,0,398,1187,0,0,0,26,2,0,14,0,0,17,5398,0,13,231,86,1364,0,20,5,0,0,0,9,19,27,21,1,31,22,11,4,0,300,36,1,0,0,0,89,0,8
Basidiomycota;Tremellomycetes;Tremellales;Bulleribasidiaceae;Dioszegia;,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
Basidiomycota;Tremellomycetes;Tremellales;Cryptococcaceae;Cryptococcus;,0,0,1,12,0,0,0,2,0,0,28,0,0,7,1,5,0,2,0,6,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0,0,15,0,0,0,0,0,0,0,0
Basidiomycota;Tremellomycetes;Tremellales;Cryptococcaceae;Cryptococcus;Cryptococcus sp. (in: Fungi),0,0,0,3,0,10,0,4,0,0,4,0,0,0,0,9,0,1,0,6,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,9,3,0,0,0,0,1,0,4
Basidiomycota;Tremellomycetes;Tremellales;Rhynchogastremataceae;Papiliotrema;Papiliotrema laurentii,0,3,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,11,5,0,7,0,0,0,17,1,0,0,4,0,0,1,0,6,0,0
Basidiomycota;Tremellomycetes;Tremellales;unknown;;,0,0,9,96,0,9,0,3,0,0,862,0,0,0,15,1,0,10,9,6,0,0,0,3,0,6,0,0,0,51,0,0,0,0,0,0,37,6,0,0,0,0,4,0,19
Basidiomycota;Tremellomycetes;unknown;unknown;NA;,0,0,0,5,0,2,0,22,0,1,2,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,2,1,0
Basidiomycota;unknown;unknown;unknown;;,0,0,0,0,0,0,16,2,0,0,3,0,0,0,0,28,0,0,0,2,0,5,0,7,0,0,0,0,0,2,0,0,0,0,0,0,23,0,0,0,0,0,0,0,4
Basidiomycota;Ustilaginomycetes;Ustilaginales;Ustilaginaceae;NA;,0,0,1,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3,0,0,0,0,0,13,0,1,0,0,0,0,4,12,0,0,0,0,0,0,2
Basidiomycota;Wallemiomycetes;Wallemiales;Wallemiaceae;Wallemia;,0,0,11,4,0,0,28,0,0,0,0,1,0,7,4,0,0,0,39,0,0,17,4,0,0,2,0,0,21,0,0,98,0,0,0,0,96,0,0,0,0,0,0,0,0
Basidiomycota;Wallemiomycetes;Wallemiales;Wallemiaceae;Wallemia;Wallemia sebi,0,5,0,0,2,32,23,0,516,0,334,0,0,0,0,1,0,0,21,6,0,1,0,1,0,0,1,11,1,0,0,3,17,26,2,0,0,0,0,0,0,0,0,0,59
candidate division NC10;unknown;unknown;unknown;Candidatus Methylomirabilis;Candidatus Methylomirabilis oxyfera,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,10,0,12,0,11,13,6,0,0,0,0,10,15,0,0,0,3,0,1,1,0,0,4,0,0,20,0,2,0
Candidatus Cloacimonetes;unknown;unknown;unknown;Candidatus Cloacimonas;Candidatus Cloacimonas acidaminovorans,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,22,0,3,16,0,11,11,67,0,12,33,9,27,0,13,0,8,0,11,0,0,0,0,0,0,0,0,0,0
Candidatus Korarchaeota;unknown;unknown;unknown;Candidatus Korarchaeum;Candidatus Korarchaeum cryptofilum,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,3,0,0,0,0,0,0,5,0,2,22,0,0,0,0,0,0,0,0,0
Candidatus Melainabacteria;unknown;Vampirovibrionales;unknown;Vampirovibrio;Vampirovibrio chlorellavorus,10,7,0,0,0,12,0,0,0,0,28,6,0,3,0,0,0,0,0,0,5,1,3,0,0,19,0,0,1,0,0,0,1,0,11,0,11,0,14,3,8,0,0,0,0
Candidatus Peregrinibacteria;Candidatus Peribacteria;unknown;unknown;NA;,8,2,0,0,0,4,0,0,1,2,4,5,0,21,0,1,0,0,0,3,1,4,4,29,0,0,2,0,7,0,3,0,7,0,0,0,0,0,2,0,4,0,0,15,0
Candidatus Saccharibacteria;unknown;unknown;unknown;Candidatus Saccharimonas;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Candidatus Sumerlaeota;Candidatus Sumerlaeia;Candidatus Sumerlaeales;Candidatus Sumerlaeaceae;NA;Candidatus Sumerlaeaceae bacterium,2,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,1,0,0,0,0,2,0,9,0,0,1,9,0,0,0,0,1,0,3,14,0,0,0,1,9,0,0
Candidatus Tectomicrobia;unknown;unknown;unknown;Candidatus Entotheonella;Candidatus Entotheonella palauensis,4,0,0,1,0,0,0,1,0,0,69,1,0,24,0,17,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,0,22,0,24,20,0,11,0
Chlamydiae;Chlamydiia;Chlamydiales;unknown;;,10,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,14,0,7,0,2,0,6,5,0,0,9,0,0,0,4,0,0,0,0,23,4,17,0,9,0
Chlamydiae;Chlamydiia;Chlamydiales;unknown;NA;Chlamydiales bacterium CRIB 32,0,0,0,0,0,7,0,0,0,0,9,14,0,16,0,0,0,0,0,0,14,0,0,13,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,12,0,0,27,0
Chlamydiae;Chlamydiia;Parachlamydiales;Parachlamydiaceae;Candidatus Protochlamydia;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0
Chlamydiae;Chlamydiia;Parachlamydiales;Parachlamydiaceae;NA;,1,15,0,0,1,24,0,0,3,0,5,13,6,7,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,2,0,2,0,0,0,0,0,27,9,0,0,0
Chlamydiae;Chlamydiia;Parachlamydiales;Parachlamydiaceae;NA;Candidatus Mesochlamydia elodeae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chlamydiae;Chlamydiia;Parachlamydiales;unknown;;,0,0,0,0,0,4,0,5,12,0,2,13,0,0,0,0,0,0,0,0,11,1,0,1,16,21,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,3,15
Chlamydiae;Chlamydiia;unknown;unknown;NA;,8,2,0,0,0,8,2,4,0,0,17,5,0,21,0,2,0,0,4,0,6,0,3,0,55,5,22,0,0,0,5,0,12,0,1,1,0,0,0,11,12,12,0,7,3
Chlorobi;Chlorobia;Chlorobiales;Chlorobiaceae;Chlorobium;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chlorobi;Chlorobia;Chlorobiales;Chlorobiaceae;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,229,0,0,0,10,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Bellilinea;Bellilinea caldifistulae,84,0,0,0,0,0,275,9,5,41,9,0,0,0,4,0,93,0,337,18,0,42,45,13,0,22,19,30,62,4,1,0,26,5,4,152,15,0,0,17,22,0,0,25,0
Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Leptolinea;Leptolinea sp. enrichment culture clone Y223,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,13,19,0,6,0,18,0,16,0,8,0,0,0,0,4,0,0,0,0,0
Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Leptolinea;Leptolinea tardivitalis,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,1,0,0,0,0,2,3,1,0,5,0,1,0,1,13,0,0,1,3,0,0,0,0,0
Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Levilinea;Levilinea saccharolytica,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,47,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,15,0
Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Longilinea;,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,18,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,9,0
Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Longilinea;Longilinea arvoryzae,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,0,0,0,7,4,0,12,3,0,0,3,0,4,3,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0
Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Longilinea;Longilinea sp.,15,14,0,0,0,0,5,0,0,22,0,0,0,0,0,0,25,0,33,2,5,14,19,4,0,8,15,45,69,0,44,0,29,0,20,18,0,0,0,41,0,7,0,1,0
Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;NA;,247,110,49,0,47,305,1686,108,40,854,88,3,154,101,0,4,1733,0,1574,330,230,1091,822,489,259,314,1388,1753,1739,9,1562,0,1468,25,962,1466,3,7,140,688,82,501,2,363,12
Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;NA;Anaerolineaceae bacterium enrichment culture clone L35B_54,0,0,0,0,0,0,82,0,0,35,0,0,0,0,0,0,112,0,1,0,0,72,40,0,0,1,9,191,166,0,18,0,82,8,53,0,0,0,0,0,0,0,0,0,0
Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;NA;Anaerolineaceae bacterium enrichment culture clone L35B_57,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,61,0,31,0,0,1,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0
Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Thermanaerothrix;Thermanaerothrix daxensis,1,0,0,0,0,3,8,0,0,11,4,0,0,0,0,0,2,0,3,0,7,0,5,3,0,8,1,2,0,0,4,9,26,0,2,1,30,0,0,0,16,0,0,29,0
Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Thermomarinilinea;,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,11,9,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0
Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Thermomarinilinea;Thermomarinilinea sp.,0,9,0,0,1,6,59,0,0,56,0,0,0,0,0,0,44,0,51,13,0,104,72,15,0,0,12,111,133,0,54,0,102,0,85,69,2,0,5,1,0,58,0,49,0
Chloroflexi;Anaerolineae;unknown;unknown;NA;,155,7,0,0,4,56,435,21,0,27,35,9,15,170,0,6,249,0,423,115,112,81,81,3,292,121,27,95,145,0,175,0,302,0,50,365,2,1,33,7,50,7,0,71,0
Chloroflexi;Anaerolineae;unknown;unknown;NA;anaerobic bacterium MO-CFX2,28,27,0,0,28,1,118,9,9,113,29,64,4,13,0,0,250,0,238,69,30,132,238,20,0,44,494,179,107,0,564,1,338,0,233,516,9,0,1,46,20,8,0,15,0
Chloroflexi;Anaerolineae;unknown;unknown;NA;Anaerolineae bacterium,0,0,0,0,0,5,22,0,0,7,0,0,0,0,0,0,0,0,20,20,7,0,34,33,0,26,7,3,28,0,238,0,16,0,13,9,0,0,0,0,0,0,0,1,0
Chloroflexi;Ardenticatenia;Ardenticatenales;Ardenticatenaceae;Candidatus Promineofilum;Candidatus Promineofilum breve,8,0,0,0,0,0,0,0,0,0,18,7,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0,0,8,0,0,0,0
Chloroflexi;Caldilineae;Caldilineales;Caldilineaceae;Caldilinea;,37,0,0,0,2,46,13,0,1,32,4,0,0,80,0,0,21,0,7,11,42,28,13,22,63,13,4,45,18,0,13,0,62,10,7,44,0,0,45,0,2,11,0,13,0
Chloroflexi;Caldilineae;Caldilineales;Caldilineaceae;Caldilinea;Caldilinea aerophila,0,0,0,0,38,1,0,0,0,0,1,0,0,2,0,0,0,0,0,6,0,0,0,19,0,10,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,0,0,0
Chloroflexi;Caldilineae;Caldilineales;Caldilineaceae;Caldilinea;Caldilinea sp. enrichment culture clone phylotype P23,0,0,0,0,31,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chloroflexi;Caldilineae;Caldilineales;Caldilineaceae;Litorilinea;Litorilinea aerophila,53,134,0,2,129,69,23,0,43,74,1,26,18,35,0,12,23,0,27,14,36,97,87,36,0,42,67,72,59,0,54,11,90,86,56,23,1,0,42,65,0,37,0,0,0
Chloroflexi;Caldilineae;Caldilineales;Caldilineaceae;NA;,66,72,0,0,305,104,20,7,64,33,68,8,4,135,29,70,12,12,49,106,32,10,39,9,0,25,0,35,43,9,21,11,62,30,34,52,18,23,17,2,24,47,6,9,1
Chloroflexi;Caldilineae;Caldilineales;Caldilineaceae;NA;Caldilineaceae bacterium enrichment culture clone Ac-G2,12,19,0,4,31,0,0,0,9,1,11,9,0,7,0,0,0,0,0,0,0,0,7,2,0,0,0,0,1,0,0,2,1,0,12,0,8,0,0,0,11,5,0,0,0
Chloroflexi;Caldilineae;Caldilineales;unknown;NA;Caldilineales bacterium,28,24,0,0,11,12,3,25,1,0,30,15,0,15,0,78,0,0,0,0,55,0,0,2,0,52,0,0,0,1,7,27,14,0,21,0,14,0,5,19,68,35,0,36,57
Chloroflexi;Candidatus Thermofonsia;unknown;unknown;Candidatus Roseilinea;Candidatus Roseilinea gracile,63,4,2,0,18,38,26,0,6,15,0,0,9,7,0,0,25,0,22,30,13,111,30,14,0,74,16,36,54,0,15,0,55,9,18,28,0,0,17,1,0,3,0,14,0
Chloroflexi;Chloroflexia;Chloroflexales;Chloroflexaceae;NA;,0,0,0,0,5,0,3,0,0,0,0,0,0,2,0,0,0,0,0,137,0,3,0,0,0,0,0,0,4,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,4
Chloroflexi;Chloroflexia;Chloroflexales;Chloroflexaceae;NA;Chloroflexaceae bacterium enrichment culture clone ENRICH_SisoF2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chloroflexi;Chloroflexia;Chloroflexales;Oscillochloridaceae;NA;,2,17,0,0,22,0,23,0,0,0,0,11,2,46,0,0,0,0,1,2387,3,0,0,39,0,1,0,0,7,1,0,0,2,0,0,0,0,0,6,9,0,0,12,2,0
Chloroflexi;Chloroflexia;Chloroflexales;Roseiflexaceae;Kouleothrix;Kouleothrix aurantiaca,9,0,0,0,3,0,3,0,0,4,0,0,3,17,0,0,0,0,0,0,0,42,4,0,0,0,2,0,31,4,0,0,4,0,0,0,2,0,70,0,0,0,0,0,0
Chloroflexi;Chloroflexia;Chloroflexales;Roseiflexaceae;NA;,0,30,0,0,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21,0,2,0,0,0,0,7,0,0,0,5,2,3,0,0,0,1,0,0,0,0,0,0
Chloroflexi;Chloroflexia;Chloroflexales;unknown;;,0,13,2,13,0,2,0,0,1,3,0,446,0,29,0,0,0,0,0,29,5,13,0,25,0,1,0,0,2,16,8,3,75,0,14,24,2,14,8,0,10,7,4,3,0
Chloroflexi;Chloroflexia;Herpetosiphonales;Herpetosiphonaceae;Herpetosiphon;,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0
